"Gene_name","Gene_id","Transcript_id"
"PNMA2","ENSG00000240694.8","ENST00000522362.6"
"LRRD1","ENSG00000240720.7","ENST00000458448.5"
"KRBOX1","ENSG00000240747.7","ENST00000383748.8"
"PCDHGC5","ENSG00000240764.3","ENST00000252087.2"
"ARHGEF25","ENSG00000240771.6","ENST00000286494.8"
"RDH14","ENSG00000240857.1","ENST00000381249.3"
"KRTAP4-7","ENSG00000240871.5","ENST00000391417.5"
"MIF","ENSG00000240972.1","ENST00000215754.7"
"GVQW1","ENSG00000241043.1","ENST00000451672.1"
"NSUN6","ENSG00000241058.3","ENST00000377304.6"
"HLA-DOB","ENSG00000241106.6","ENST00000438763.6"
"UGT1A9","ENSG00000241119.1","ENST00000354728.4"
"KRTAP10-5","ENSG00000241123.1","ENST00000400372.1"
"YAE1D1","ENSG00000241127.7","ENST00000223273.6"
"OR14A2","ENSG00000241128.1","ENST00000366485.1"
"RP11-561N12.2","ENSG00000241149.3","ENST00000330020.4"
"TDGF1","ENSG00000241186.9","ENST00000296145.5"
"KRTAP5-8","ENSG00000241233.3","ENST00000398534.3"
"KRTAP4-16","ENSG00000241241.1","ENST00000440582.1"
"CRCP","ENSG00000241258.6","ENST00000395326.7"
"CDRT1","ENSG00000241322.10","ENST00000630868.1"
"RPL36A","ENSG00000241343.9","ENST00000553110.7"
"PDXP","ENSG00000241360.1","ENST00000403251.1"
"RPP21","ENSG00000241370.5","ENST00000442966.6"
"CD302","ENSG00000241399.6","ENST00000259053.5"
"ATP5J2","ENSG00000241468.7","ENST00000394186.3"
"SSX2","ENSG00000241476.8","ENST00000337502.5"
"ARHGAP8","ENSG00000241484.9","ENST00000356099.10"
"AF011889.5","ENSG00000241489.7","ENST00000422081.6"
"ARPC4","ENSG00000241553.12","ENST00000397261.7"
"CORT","ENSG00000241563.3","ENST00000377049.3"
"KRTAP9-4","ENSG00000241595.2","ENST00000334109.3"
"KRTAP5-4","ENSG00000241598.5","ENST00000399682.1"
"UGT1A1","ENSG00000241635.7","ENST00000305208.9"
"INMT","ENSG00000241644.2","ENST00000013222.5"
"ARPC1A","ENSG00000241685.9","ENST00000262942.9"
"RP5-860F19.8","ENSG00000241690.3","ENST00000380593.4"
"TMEFF1","ENSG00000241697.4","ENST00000374879.4"
"SPRR2A","ENSG00000241794.1","ENST00000392653.2"
"ATP5O","ENSG00000241837.6","ENST00000290299.6"
"PLEKHO2","ENSG00000241839.9","ENST00000323544.4"
"C8orf58","ENSG00000241852.9","ENST00000289989.9"
"HOGA1","ENSG00000241935.8","ENST00000370646.8"
"PWP2","ENSG00000241945.7","ENST00000291576.11"
"AKAP2","ENSG00000241978.9","ENST00000374525.5"
"KIR3DL3","ENSG00000242019.1","ENST00000291860.1"
"HYPK","ENSG00000242028.6","ENST00000406925.5"
"AMACR","ENSG00000242110.7","ENST00000382072.6"
"MTFP1","ENSG00000242114.5","ENST00000266263.9"
"RP11-231I13.2","ENSG00000242120.3","ENST00000567252.1"
"ARHGDIG","ENSG00000242173.8","ENST00000219409.7"
"OR51B5","ENSG00000242180.3","ENST00000300773.3"
"TCP10L","ENSG00000242220.6","ENST00000472557.5"
"PSG2","ENSG00000242221.8","ENST00000406487.5"
"ARFGAP3","ENSG00000242247.10","ENST00000263245.9"
"C22orf39","ENSG00000242259.8","ENST00000399568.5"
"UGT1A8","ENSG00000242366.3","ENST00000373450.4"
"EIF6","ENSG00000242372.6","ENST00000621148.4"
"RBMY1E","ENSG00000242389.8","ENST00000382658.5"
"PCDHGC4","ENSG00000242419.5","ENST00000306593.1"
"GTF2A1L","ENSG00000242441.7","ENST00000403751.7"
"MRPL20","ENSG00000242485.5","ENST00000344843.11"
"ARPIN","ENSG00000242498.7","ENST00000357484.9"
"UGT1A10","ENSG00000242515.5","ENST00000344644.9"
"SERPINB10","ENSG00000242550.5","ENST00000238508.7"
"HLA-DMB","ENSG00000242574.8","ENST00000418107.2"
"DECR2","ENSG00000242612.6","ENST00000219481.9"
"GNG10","ENSG00000242616.3","ENST00000374293.4"
"CNTF","ENSG00000242689.2","ENST00000361987.5"
"AP5Z1","ENSG00000242802.6","ENST00000348624.4"
"ZNF709","ENSG00000242852.6","ENST00000397732.7"
"STRC","ENSG00000242866.9","ENST00000432436.1"
"RBMY1B","ENSG00000242875.6","ENST00000383020.7"
"EIF4EBP3","ENSG00000243056.1","ENST00000310331.2"
"PRAMEF4","ENSG00000243073.3","ENST00000235349.5"
"UGT1A3","ENSG00000243135.6","ENST00000482026.5"
"PSG4","ENSG00000243137.7","ENST00000405312.7"
"MRPL33","ENSG00000243147.7","ENST00000379666.7"
"PPAN-P2RY11","ENSG00000243207.6","ENST00000393796.4"
"PCDHAC2","ENSG00000243232.4","ENST00000289269.6"
"STON1","ENSG00000243244.5","ENST00000404752.5"
"PRAF2","ENSG00000243279.3","ENST00000553851.2"
"VSIG8","ENSG00000243284.1","ENST00000368100.1"
"C7orf73","ENSG00000243317.7","ENST00000507606.2"
"KCTD7","ENSG00000243335.9","ENST00000638540.1"
"EFNA4","ENSG00000243364.7","ENST00000368409.7"
"TICAM2","ENSG00000243414.5","ENST00000427199.2"
"AF165138.7","ENSG00000243440.6","ENST00000435732.5"
"PALM2","ENSG00000243444.7","ENST00000374531.6"
"C4orf48","ENSG00000243449.6","ENST00000409248.8"
"NAT6","ENSG00000243477.5","ENST00000443094.2"
"AMY2A","ENSG00000243480.7","ENST00000414303.6"
"KRTAP10-11","ENSG00000243489.4","ENST00000334670.9"
"TNFRSF6B","ENSG00000243509.4","ENST00000369996.1"
"WFDC6","ENSG00000243543.8","ENST00000372670.7"
"UPK3B","ENSG00000243566.6","ENST00000394849.1"
"AP000322.53","ENSG00000243627.4","ENST00000450895.1"
"IL10RB","ENSG00000243646.9","ENST00000290200.6"
"WDR92","ENSG00000243667.6","ENST00000295121.10"
"NME2","ENSG00000243678.11","ENST00000512737.5"
"PLA2G4B","ENSG00000243708.10","ENST00000458483.3"
"LEFTY1","ENSG00000243709.1","ENST00000272134.5"
"CFAP57","ENSG00000243710.7","ENST00000372492.8"
"TTC4","ENSG00000243725.6","ENST00000371281.3"
"OR5V1","ENSG00000243729.3","ENST00000543825.1"
"TMEM35B","ENSG00000243749.1","ENST00000373337.3"
"KIR2DL3","ENSG00000243772.7","ENST00000342376.3"
"JMJD7","ENSG00000243789.10","ENST00000397299.8"
"APOBEC3D","ENSG00000243811.8","ENST00000216099.12"
"OR2A7","ENSG00000243896.3","ENST00000493325.1"
"TUBA4B","ENSG00000243910.7","ENST00000490341.2"
"MRPS6","ENSG00000243927.5","ENST00000399312.2"
"GSTA1","ENSG00000243955.5","ENST00000334575.5"
"RGAG1","ENSG00000243978.8","ENST00000540313.1"
"ACY1","ENSG00000243989.8","ENST00000636358.1"
"MT1HL1","ENSG00000244020.2","ENST00000464121.2"
"KRTAP19-3","ENSG00000244025.4","ENST00000334063.5"
"DDOST","ENSG00000244038.9","ENST00000602624.6"
"TMEM199","ENSG00000244045.12","ENST00000292114.7"
"LCE3C","ENSG00000244057.4","ENST00000333881.3"
"GSTA2","ENSG00000244067.2","ENST00000493422.2"
"SPRR2F","ENSG00000244094.1","ENST00000468739.1"
"DNAJC25-GNG10","ENSG00000244115.1","ENST00000374294.3"
"UGT1A7","ENSG00000244122.2","ENST00000373426.3"
"P2RY11","ENSG00000244165.1","ENST00000321826.4"
"TMEM141","ENSG00000244187.7","ENST00000290079.8"
"GS1-259H13.2","ENSG00000244219.6","ENST00000453227.5"
"XXbac-BPG116M5.17","ENSG00000244255.5","ENST00000456570.5"
"DBNDD2","ENSG00000244274.7","ENST00000360981.8"
"LY6G6D","ENSG00000244355.7","ENST00000375825.7"
"KRTAP19-7","ENSG00000244362.3","ENST00000334849.2"
"RBMY1D","ENSG00000244395.6","ENST00000382680.5"
"ETV5","ENSG00000244405.7","ENST00000306376.9"
"KRTAP5-7","ENSG00000244411.3","ENST00000398536.5"
"CFHR1","ENSG00000244414.6","ENST00000320493.9"
"RBM12","ENSG00000244462.7","ENST00000374104.7"
"UGT1A4","ENSG00000244474.5","ENST00000373409.7"
"ERVFRD-1","ENSG00000244476.2","ENST00000542862.1"
"SCARF2","ENSG00000244486.8","ENST00000622235.4"
"APOBEC3C","ENSG00000244509.3","ENST00000361441.4"
"KRTAP4-2","ENSG00000244537.2","ENST00000377726.2"
"RAD21L1","ENSG00000244588.5","ENST00000409241.5"
"ASPRV1","ENSG00000244617.2","ENST00000320256.5"
"OR2AE1","ENSG00000244623.1","ENST00000316368.2"
"KRTAP20-1","ENSG00000244624.3","ENST00000334664.3"
"UBE2V1","ENSG00000244687.11","ENST00000371674.7"
"CTAGE8","ENSG00000244693.1","ENST00000487179.1"
"PTCHD4","ENSG00000244694.7","ENST00000398738.2"
"HBB","ENSG00000244734.3","ENST00000335295.4"
"CRYBB2","ENSG00000244752.2","ENST00000398215.2"
"ZNF585B","ENSG00000245680.9","ENST00000532828.6"
"CEBPA","ENSG00000245848.2","ENST00000498907.2"
"H2AFJ","ENSG00000246705.4","ENST00000544848.2"
"PGAM5","ENSG00000247077.6","ENST00000498926.6"
"ZCCHC3","ENSG00000247315.3","ENST00000500893.3"
"SPTY2D1-AS1","ENSG00000247595.4","ENST00000542172.1"
"TWF2","ENSG00000247596.8","ENST00000305533.9"
"MARS2","ENSG00000247626.4","ENST00000282276.7"
"USP51","ENSG00000247746.4","ENST00000500968.3"
"BCKDHA","ENSG00000248098.11","ENST00000269980.6"
"INSL3","ENSG00000248099.3","ENST00000317306.7"
"CTC-295J13.3","ENSG00000248109.2","ENST00000638089.1"
"ADH1C","ENSG00000248144.5","ENST00000515683.5"
"TRIM39-RPP21","ENSG00000248167.7","ENST00000623385.3"
"AC037459.4","ENSG00000248235.6","ENST00000450780.6"
"APELA","ENSG00000248329.5","ENST00000507152.5"
"CDK11B","ENSG00000248333.8","ENST00000341832.10"
"PCDHAC1","ENSG00000248383.4","ENST00000253807.2"
"TARM1","ENSG00000248385.7","ENST00000432826.1"
"PRR5-ARHGAP8","ENSG00000248405.10","ENST00000515632.2"
"POU5F2","ENSG00000248483.6","ENST00000606183.3"
"PCP4L1","ENSG00000248485.1","ENST00000504449.1"
"ABHD14A","ENSG00000248487.8","ENST00000273596.7"
"LY75-CD302","ENSG00000248672.5","ENST00000504764.5"
"RP11-766F14.2","ENSG00000248713.1","ENST00000511828.1"
"ACTN3","ENSG00000248746.5","ENST00000513398.1"
"TNFSF12-TNFSF13","ENSG00000248871.1","ENST00000293826.4"
"FMN1","ENSG00000248905.8","ENST00000334528.13"
"ATP5J2-PTCD1","ENSG00000248919.7","ENST00000413834.5"
"USP17L19","ENSG00000248920.2","ENST00000515566.1"
"USP17L22","ENSG00000248933.2","ENST00000511280.1"
"XXbac-BPG181M17.5","ENSG00000248993.1","ENST00000429234.1"
"USP17L17","ENSG00000249104.2","ENST00000511568.1"
"EPPIN-WFDC6","ENSG00000249139.1","ENST00000504988.1"
"RP11-514O12.4","ENSG00000249141.1","ENST00000507747.1"
"RP11-432M8.9","ENSG00000249156.2","ENST00000503184.2"
"PCDHA11","ENSG00000249158.6","ENST00000398640.6"
"AP000304.12","ENSG00000249209.2","ENST00000429238.2"
"ATP5L2","ENSG00000249222.1","ENST00000505920.1"
"AC069368.3","ENSG00000249240.2","ENST00000437723.1"
"TMEM150C","ENSG00000249242.7","ENST00000515780.6"
"AC068533.7","ENSG00000249319.2","ENST00000450043.2"
"ZNF286B","ENSG00000249459.8","ENST00000285274.9"
"ZNF324B","ENSG00000249471.7","ENST00000336614.8"
"SPATS1","ENSG00000249481.6","ENST00000323108.12"
"CLRN2","ENSG00000249581.2","ENST00000511148.2"
"AP000295.9","ENSG00000249624.8","ENST00000433395.6"
"THEGL","ENSG00000249693.2","ENST00000512175.2"
"ZNF564","ENSG00000249709.7","ENST00000339282.11"
"ECSCR","ENSG00000249751.3","ENST00000618155.2"
"RP11-15K19.2","ENSG00000249773.3","ENST00000426595.1"
"USP17L21","ENSG00000249811.2","ENST00000506414.1"
"HS3ST5","ENSG00000249853.7","ENST00000411826.1"
"MTRNR2L5","ENSG00000249860.3","ENST00000512524.3"
"LGALS16","ENSG00000249861.3","ENST00000392051.3"
"RNF103-CHMP3","ENSG00000249884.8","ENST00000604011.5"
"PDCD6","ENSG00000249915.7","ENST00000264933.8"
"GOLGA8K","ENSG00000249931.4","ENST00000512626.2"
"TERB1","ENSG00000249961.9","ENST00000559403.1"
"RP11-548K23.11","ENSG00000249967.1","ENST00000370649.3"
"TMEM158","ENSG00000249992.1","ENST00000503771.1"
"C15orf38-AP3S2","ENSG00000250021.7","ENST00000398333.7"
"DNAH10OS","ENSG00000250091.2","ENST00000514254.2"
"PCDHA10","ENSG00000250120.6","ENST00000307360.5"
"PTTG2","ENSG00000250254.1","ENST00000504686.1"
"XXbac-BPG246D15.9","ENSG00000250264.1","ENST00000452392.2"
"GIMD1","ENSG00000250298.3","ENST00000638719.1"
"KIAA1456","ENSG00000250305.8","ENST00000524591.6"
"ZNF718","ENSG00000250312.6","ENST00000609714.1"
"SMIM20","ENSG00000250317.8","ENST00000506197.2"
"RP5-972B16.2","ENSG00000250349.3","ENST00000465127.1"
"GYPB","ENSG00000250361.7","ENST00000502664.5"
"TRIM75P","ENSG00000250374.3","ENST00000503032.1"
"KIAA1210","ENSG00000250423.2","ENST00000402510.2"
"RP5-877J2.1","ENSG00000250424.4","ENST00000509504.2"
"CHCHD10","ENSG00000250479.8","ENST00000520222.1"
"FAM218A","ENSG00000250486.3","ENST00000513876.3"
"CDK3","ENSG00000250506.7","ENST00000425876.6"
"GPR162","ENSG00000250510.7","ENST00000382315.7"
"ATP6V1E2","ENSG00000250565.6","ENST00000522587.5"
"GLI4","ENSG00000250571.6","ENST00000340042.1"
"XXbac-BPG32J3.19","ENSG00000250641.1","ENST00000503322.1"
"RP11-295K3.1","ENSG00000250644.3","ENST00000636615.1"
"RP11-6L6.2","ENSG00000250673.2","ENST00000636502.1"
"CCDC169-SOHLH2","ENSG00000250709.1","ENST00000511166.1"
"RP11-322N21.2","ENSG00000250719.1","ENST00000506599.1"
"SELENOP","ENSG00000250722.5","ENST00000514985.5"
"NT5C1B-RDH14","ENSG00000250741.6","ENST00000532967.5"
"USP17L20","ENSG00000250745.2","ENST00000613757.1"
"RP11-432M8.13","ENSG00000250782.1","ENST00000512227.1"
"PRODH2","ENSG00000250799.9","ENST00000301175.7"
"CTC-441N14.4","ENSG00000250803.6","ENST00000514637.1"
"RP11-345F18.1","ENSG00000250821.2","ENST00000636125.1"
"USP17L18","ENSG00000250844.2","ENST00000619296.1"
"USP17L23","ENSG00000250913.2","ENST00000506619.2"
"RP11-484M3.5","ENSG00000251012.1","ENST00000490594.1"
"RP11-101E3.5","ENSG00000251184.1","ENST00000482796.1"
"ZNF674","ENSG00000251192.7","ENST00000523374.5"
"TMED7-TICAM2","ENSG00000251201.8","ENST00000333314.3"
"RP11-540D14.8","ENSG00000251246.1","ENST00000505139.1"
"ZNF345","ENSG00000251247.10","ENST00000529555.1"
"RFPL4B","ENSG00000251258.1","ENST00000441065.2"
"MSANTD3-TMEFF1","ENSG00000251349.3","ENST00000502978.1"
"AP000350.10","ENSG00000251357.4","ENST00000433835.3"
"ZNF550","ENSG00000251369.8","ENST00000457177.5"
"DCANP1","ENSG00000251380.3","ENST00000503143.3"
"FOXD1","ENSG00000251493.4","ENST00000615637.2"
"APITD1-CORT","ENSG00000251503.8","ENST00000602787.6"
"RP11-385D13.1","ENSG00000251537.4","ENST00000455584.2"
"RP11-724O16.1","ENSG00000251569.1","ENST00000513963.1"
"PRB1","ENSG00000251655.6","ENST00000500254.6"
"PCDHA12","ENSG00000251664.3","ENST00000398631.2"
"PTX4","ENSG00000251692.7","ENST00000440447.2"
"OC90","ENSG00000253117.4","ENST00000254627.3"
"RGS21","ENSG00000253148.1","ENST00000417209.2"
"PCDHGA12","ENSG00000253159.2","ENST00000252085.3"
"C8orf88","ENSG00000253250.2","ENST00000517562.2"
"CTC-534A2.2","ENSG00000253251.2","ENST00000510585.2"
"CCDC71L","ENSG00000253276.2","ENST00000315965.6"
"HOXA10","ENSG00000253293.4","ENST00000613671.1"
"TMEM200B","ENSG00000253304.1","ENST00000521452.1"
"PCDHGB6","ENSG00000253305.2","ENST00000520790.1"
"SERPINE3","ENSG00000253309.6","ENST00000521255.5"
"C1orf210","ENSG00000253313.5","ENST00000523677.5"
"TRNP1","ENSG00000253368.3","ENST00000522111.2"
"SMIM18","ENSG00000253457.2","ENST00000517349.1"
"PCDHGA5","ENSG00000253485.2","ENST00000518069.1"
"NACA2","ENSG00000253506.2","ENST00000521764.2"
"PCDHGA7","ENSG00000253537.2","ENST00000617050.1"
"PYDC2","ENSG00000253548.1","ENST00000518817.1"
"SLC10A5","ENSG00000253598.1","ENST00000518568.1"
"EIF5AL1","ENSG00000253626.3","ENST00000520547.3"
"PRSS51","ENSG00000253649.3","ENST00000637190.1"
"ALG11","ENSG00000253710.2","ENST00000521508.1"
"ATXN7L3B","ENSG00000253719.3","ENST00000519948.3"
"PCDHGA6","ENSG00000253731.2","ENST00000517434.2"
"PCDHGA8","ENSG00000253767.2","ENST00000610569.1"
"UTP14C","ENSG00000253797.2","ENST00000521776.2"
"ETV3L","ENSG00000253831.1","ENST00000454449.2"
"PCDHGA10","ENSG00000253846.2","ENST00000398610.2"
"PCDHGA11","ENSG00000253873.5","ENST00000398587.6"
"PCDHGB2","ENSG00000253910.2","ENST00000522605.1"
"PCDHGB4","ENSG00000253953.2","ENST00000615384.1"
"CLDN23","ENSG00000253958.1","ENST00000519106.1"
"ZNF260","ENSG00000254004.6","ENST00000523638.5"
"LYN","ENSG00000254087.7","ENST00000519728.5"
"PINX1","ENSG00000254093.8","ENST00000519088.5"
"PCDHGB7","ENSG00000254122.2","ENST00000398594.3"
"NPIPB11","ENSG00000254206.5","ENST00000524087.5"
"PCDHGB1","ENSG00000254221.2","ENST00000523390.1"
"PCDHGA3","ENSG00000254245.2","ENST00000253812.7"
"LRRC24","ENSG00000254402.6","ENST00000529415.6"
"SIGLEC14","ENSG00000254415.3","ENST00000360844.6"
"PBOV1","ENSG00000254440.3","ENST00000527246.3"
"OR4D10","ENSG00000254466.1","ENST00000530162.1"
"RP11-849H4.2","ENSG00000254469.7","ENST00000532852.5"
"AP5B1","ENSG00000254470.2","ENST00000532090.2"
"CHMP4A","ENSG00000254505.9","ENST00000609024.5"
"SIGLEC12","ENSG00000254521.6","ENST00000291707.7"
"PABPC4L","ENSG00000254535.3","ENST00000421491.3"
"RP11-108K14.8","ENSG00000254536.1","ENST00000468317.2"
"OMP","ENSG00000254550.1","ENST00000529803.1"
"MAGEL2","ENSG00000254585.2","ENST00000532292.2"
"CSNK2A3","ENSG00000254598.2","ENST00000528848.2"
"ARMS2","ENSG00000254636.1","ENST00000528446.1"
"INS","ENSG00000254647.6","ENST00000381330.4"
"RTL1","ENSG00000254656.1","ENST00000534062.1"
"FPGT","ENSG00000254685.6","ENST00000370898.7"
"RP11-468E2.1","ENSG00000254692.1","ENST00000530611.1"
"RP11-565P22.6","ENSG00000254706.2","ENST00000431696.1"
"IGLL5","ENSG00000254709.7","ENST00000526893.5"
"MEX3A","ENSG00000254726.2","ENST00000532414.2"
"OR10G4","ENSG00000254737.1","ENST00000320891.4"
"EEF1G","ENSG00000254772.9","ENST00000329251.4"
"CKLF-CMTM1","ENSG00000254788.7","ENST00000532838.1"
"SLC22A18AS","ENSG00000254827.5","ENST00000455942.3"
"OR5M10","ENSG00000254834.3","ENST00000526812.3"
"NPIPA2","ENSG00000254852.8","ENST00000530328.5"
"MPV17L2","ENSG00000254858.9","ENST00000599612.2"
"AC113404.1","ENSG00000254893.5","ENST00000631802.1"
"RP11-872D17.8","ENSG00000254979.5","ENST00000529411.1"
"DPP3","ENSG00000254986.7","ENST00000541961.5"
"ANKHD1-EIF4EBP3","ENSG00000254996.5","ENST00000437495.1"
"KRTAP5-9","ENSG00000254997.3","ENST00000528743.3"
"BRK1","ENSG00000254999.3","ENST00000530758.1"
"UBTFL1","ENSG00000255009.4","ENST00000530464.2"
"OR5M1","ENSG00000255012.1","ENST00000526538.1"
"SAA2-SAA4","ENSG00000255071.3","ENST00000524555.3"
"PIGY","ENSG00000255072.1","ENST00000527353.1"
"CHMP1B","ENSG00000255112.2","ENST00000526991.2"
"EID3","ENSG00000255150.2","ENST00000527879.2"
"GLYATL1P3","ENSG00000255151.2","ENST00000527482.2"
"RP11-80H18.3","ENSG00000255154.7","ENST00000461393.5"
"CCDC166","ENSG00000255181.3","ENST00000542437.1"
"NANOGP8","ENSG00000255192.5","ENST00000528386.3"
"CARD17","ENSG00000255221.3","ENST00000375707.1"
"OR5M11","ENSG00000255223.3","ENST00000528616.3"
"FXYD6-FXYD2","ENSG00000255245.4","ENST00000532984.1"
"PRR23D1","ENSG00000255251.1","ENST00000533250.1"
"TMPRSS4-AS1","ENSG00000255274.9","ENST00000636151.1"
"OR8G5","ENSG00000255298.2","ENST00000524943.2"
"EID1","ENSG00000255302.4","ENST00000530028.2"
"OR52B2","ENSG00000255307.1","ENST00000530810.1"
"NOX5","ENSG00000255346.9","ENST00000260364.9"
"CCDC179","ENSG00000255359.2","ENST00000532798.2"
"TAS2R43","ENSG00000255374.3","ENST00000531678.1"
"PRR23D2","ENSG00000255378.1","ENST00000528972.1"
"HCAR3","ENSG00000255398.2","ENST00000528880.2"
"PCDHA3","ENSG00000255408.3","ENST00000522353.2"
"EBLN2","ENSG00000255423.1","ENST00000533473.1"
"RP11-831H9.11","ENSG00000255432.1","ENST00000528405.1"
"CARD18","ENSG00000255501.1","ENST00000530950.1"
"NPIPB8","ENSG00000255524.7","ENST00000526428.1"
"POLR2M","ENSG00000255529.7","ENST00000299638.7"
"LY6G6E","ENSG00000255552.7","ENST00000409239.5"
"FDXACB1","ENSG00000255561.6","ENST00000260257.8"
"OR10G2","ENSG00000255582.1","ENST00000542433.1"
"RAB44","ENSG00000255587.7","ENST00000612677.4"
"RP11-277P12.6","ENSG00000255641.1","ENST00000539033.1"
"TRIL","ENSG00000255690.2","ENST00000539664.2"
"OR4D2","ENSG00000255713.1","ENST00000545221.1"
"CTC-435M10.3","ENSG00000255730.5","ENST00000540732.3"
"RP13-512J5.1","ENSG00000255767.1","ENST00000438485.1"
"OR6J1","ENSG00000255804.1","ENST00000540461.1"
"MTRNR2L8","ENSG00000255823.4","ENST00000536684.2"
"TIFAB","ENSG00000255833.1","ENST00000537858.1"
"RP4-559A3.7","ENSG00000255835.1","ENST00000432920.2"
"TAS2R20","ENSG00000255837.1","ENST00000538986.1"
"KDM4F","ENSG00000255855.2","ENST00000545950.2"
"AC073610.5","ENSG00000255863.2","ENST00000537495.2"
"CYP2A6","ENSG00000255974.7","ENST00000301141.9"
"CTSO","ENSG00000256043.2","ENST00000433477.3"
"MTRNR2L10","ENSG00000256045.2","ENST00000545075.2"
"APOPT1","ENSG00000256053.7","ENST00000477116.5"
"TRAPPC2B","ENSG00000256060.2","ENST00000543226.1"
"DYX1C1","ENSG00000256061.7","ENST00000457155.6"
"ZNF432","ENSG00000256087.6","ENST00000594154.5"
"AP000721.4","ENSG00000256100.1","ENST00000535431.1"
"SMLR1","ENSG00000256162.2","ENST00000541421.2"
"TAS2R30","ENSG00000256188.3","ENST00000539585.1"
"MTRNR2L3","ENSG00000256222.2","ENST00000543500.2"
"ZNF10","ENSG00000256223.5","ENST00000248211.10"
"ZNF486","ENSG00000256229.7","ENST00000335117.8"
"SMIM3","ENSG00000256235.1","ENST00000526627.1"
"HMBS","ENSG00000256269.7","ENST00000278715.7"
"ZNF225","ENSG00000256294.7","ENST00000262894.10"
"CTD-3074O7.11","ENSG00000256349.1","ENST00000419755.3"
"PPIAL4D","ENSG00000256374.2","ENST00000544708.2"
"ASIC5","ENSG00000256394.2","ENST00000537611.2"
"TAS2R31","ENSG00000256436.1","ENST00000390675.2"
"DND1","ENSG00000256453.1","ENST00000542735.1"
"SALL3","ENSG00000256463.8","ENST00000573324.1"
"RP11-73M18.2","ENSG00000256500.5","ENST00000472726.2"
"AP003419.11","ENSG00000256514.1","ENST00000543494.1"
"POLG2","ENSG00000256525.6","ENST00000539111.6"
"SMIM10L1","ENSG00000256537.4","ENST00000622602.1"
"OR13A1","ENSG00000256574.6","ENST00000536058.1"
"MTRNR2L1","ENSG00000256618.2","ENST00000540040.2"
"RP13-672B3.2","ENSG00000256632.3","ENST00000537262.1"
"CLEC12B","ENSG00000256660.5","ENST00000338896.9"
"ZNF350","ENSG00000256683.6","ENST00000243644.8"
"PGA5","ENSG00000256713.7","ENST00000312403.9"
"STH","ENSG00000256762.1","ENST00000537309.1"
"ZNF253","ENSG00000256771.3","ENST00000589717.1"
"KLRF2","ENSG00000256797.1","ENST00000535540.1"
"C17orf100","ENSG00000256806.5","ENST00000542475.2"
"CAPNS2","ENSG00000256812.1","ENST00000457326.2"
"CTD-2140B24.4","ENSG00000256825.4","ENST00000540096.2"
"SLC5A8","ENSG00000256870.2","ENST00000536262.2"
"MTRNR2L7","ENSG00000256892.2","ENST00000544824.2"
"LIMS3","ENSG00000256977.12","ENST00000480744.2"
"KHDC1L","ENSG00000256980.4","ENST00000370388.3"
"HP","ENSG00000257017.8","ENST00000398131.6"
"RP11-545J16.1","ENSG00000257046.5","ENST00000381541.7"
"C11orf97","ENSG00000257057.2","ENST00000542198.2"
"KIAA1147","ENSG00000257093.6","ENST00000536163.5"
"LSM14A","ENSG00000257103.8","ENST00000544216.7"
"NHLRC4","ENSG00000257108.1","ENST00000540585.1"
"OR11H12","ENSG00000257115.1","ENST00000550708.1"
"TAS2R38","ENSG00000257138.1","ENST00000547270.1"
